X,Y
0.462403407,0.611566602
0.536424671,0.597944419
0.532041508,0.672830521
0.59070246,0.570759325
0.540144918,0.511148168
0.563145808,0.496928711
0.517135234,0.578822526
0.531033391,0.606052075
0.6110253,0.679513381
0.550662532,0.586409276
0.501425325,0.759831943
0.574666041,0.659345118
0.541369609,0.60280924
0.543662882,0.601606713
0.549080547,0.476311353
0.46633803,0.530997277
0.467812277,0.660426823
0.458572124,0.697128411
0.553609926,0.677511829
0.503569085,0.651508744
0.463266408,0.447044918
0.461478842,0.756108098
0.547638182,0.650762152
0.554711488,0.47208598
0.532636263,0.608851512
0.539314898,0.608982594
0.609698368,0.615492198
0.486074908,0.633485653
0.540769357,0.628716579
0.559281544,0.654032342
0.55030304,0.601611273
0.581185268,0.648705887
0.560907503,0.578840764
0.55299868,0.568143401
0.519527449,0.58019033
0.522356113,0.505007871
0.535531988,0.598089179
0.561049321,0.597434913
0.516626228,0.621214176
0.467027331,0.670964609
0.463260911,0.64722068
0.490546021,0.525921586
0.542279883,0.599039802
0.54707091,0.596701998
0.49821958,0.624959678
0.535887082,0.611761514
0.60140037,0.612665404
0.457576101,0.717056168
0.535507802,0.604711627
0.613144873,0.663742607
0.586117014,0.753966345
0.547073109,0.614988391
0.614493792,0.423419532
0.534235838,0.607643286
0.561141667,0.507664829
0.568297426,0.622136304
0.554139819,0.339985798
0.503369,0.429886962
0.472050324,0.607740172
0.536849025,0.633327216
0.533271696,0.431870278
0.518433582,0.588397151
0.458523752,0.500051863
0.520290408,0.575181889
0.585526656,0.57072285
0.520310196,0.606420242
0.493272443,0.649677027
0.545278947,0.621822849
0.510285098,0.613608049
0.523764398,0.61596751
0.570333448,0.52902764
0.52593784,0.614404795
0.558052455,0.666662867
0.534085225,0.754288919
0.615230366,0.551940628
0.467915617,0.737651869
0.583817145,0.554860889
0.51261465,0.464690723
0.471892016,0.691670875
0.560414988,0.626488199
0.599137879,0.557251125
0.544813916,0.438149635
0.5192669,0.659204919
0.516199675,0.604082438
0.558492201,0.618243763
0.543594722,0.647880645
0.467353842,0.75560657
0.575349845,0.650892093
0.519099797,0.645214568
0.534964716,0.60977592
0.571154673,0.60155884
0.535615539,0.782913627
0.524784607,0.613792703
0.47580795,0.523331878
0.566826478,0.820519104
0.605330595,0.580373843
0.575778597,0.581399696
0.550952764,0.639164318
0.530735463,0.615634678
0.540026187,0.560215839
0.555217196,0.753117167
0.509999263,0.64388438
0.549398263,0.627377271
0.55336037,0.595351292
0.616303345,0.606595776
0.509402309,0.651420977
0.551618978,0.744317631
0.580661971,0.685471305
0.610058959,0.608125437
0.475768373,0.578131786
0.531254363,0.603616244
0.589560221,0.499777162
0.517205593,0.586236021
0.485174529,0.609598105
0.565512738,0.644177317
0.478786126,0.556758716
0.532846242,0.603739347
0.547460085,0.610006167
0.578800748,0.726240968
0.493158109,0.61206699
0.51467156,0.607379984
0.547446892,0.431579619
0.490402004,0.531782624
0.596291626,0.610367495
0.576237032,0.577048941
0.516334897,0.448797986
0.580557531,0.497766491
0.51254539,0.611542666
0.445472105,0.524108107
0.490480059,0.610385732
0.492976714,0.57211687
0.479662319,0.661301077
0.56893066,0.503693639
0.566570326,0.656514905
0.490130462,0.651528121
0.500110486,0.578758696
0.468293798,0.584127324
0.527860627,0.598768521
0.547288584,0.624301993
0.533323366,0.606535365
0.489274057,0.558812701
0.604114699,0.591445073
0.495588803,0.623060711
0.504102276,0.548735409
0.532441676,0.598789038
0.534125901,0.531918265
0.484364298,0.690124117
0.571064525,0.58757077
0.522478142,0.711010476
0.594760212,0.564133457
0.508020409,0.611067354
0.493999123,0.585471191
0.548632007,0.592366061
0.459281214,0.735186403
0.492637011,0.564347746
0.492619421,0.702061622
0.493527496,0.64534565
0.563421748,0.646357824
0.616921188,0.715543605
0.531444553,0.606397445
0.507498211,0.621774976
0.494330031,0.470339751
0.511325096,0.560161127
0.502831411,0.529318298
0.568931759,0.574926566
0.576010563,0.650269742
0.532868229,0.606878456
0.510255415,0.585259182
0.60753372,0.599387452
0.61565582,0.555645096
0.532414192,0.606119325
0.5662691,0.572649173
0.580831273,0.628000761
0.525901561,0.626528093
0.553963921,0.626508716
0.548561647,0.820835979
0.527151537,0.63051524
0.541202506,0.604384494
0.607552409,0.640978937
0.604884253,0.689343329
0.581672286,0.590942405
0.525999404,0.60441413
0.615230366,0.54622093
0.600502189,0.626710467
0.49908478,0.606380347
0.599363248,0.594673089
0.515352066,0.582631859
0.466956972,0.726472355
0.508089669,0.601877994
0.496829984,0.651806242
0.556457278,0.612317754
0.445503987,0.690574352
0.518964575,0.607235225
0.572799321,0.633565442
0.55899461,0.595942867
0.470245169,0.676202157
0.532767088,0.662436354
0.571829682,0.64151808
0.608911223,0.518356493
0.532772585,0.601078969
0.51430877,0.59773355
0.527598978,0.622251427
0.533123282,0.607286517
0.531102651,0.614344383
0.534858078,0.608392158
0.585374944,0.572208057
0.523453278,0.616541988
0.504938892,0.551019641
0.528955593,0.611524428
0.535504504,0.617926889
0.527072383,0.608971195
0.528173946,0.616748298
0.520638906,0.621172002
0.574712214,0.499568572
0.549537882,0.541515686
0.536697313,0.6025334
0.534699769,0.609183205
0.442500525,0.721891353
0.513540314,0.676342357
0.558421841,0.579513267
0.566314174,0.661082229
0.49742584,0.551056115
0.56620094,0.554694473
0.492567751,0.58046959
0.544711675,0.626922476
0.577307812,0.665197038
0.613930918,0.60149045
0.552943711,0.657301392
0.622400417,0.472252396
0.511882474,0.608550596
0.573444648,0.45656483
0.533051823,0.620831191
0.622762108,0.641266176
0.4549849,0.541437037
0.452766384,0.488909963
0.455547775,0.690982413
0.472121783,0.609761102
0.52201531,0.737793209
0.531082862,0.608230302
