X,Y
0.683911535,0.543503673
0.706754795,0.606724407
0.633863558,0.625833075
0.656607042,0.599635725
0.674747059,0.661181882
0.624233109,0.606314462
0.617774244,0.593921501
0.641829669,0.624788095
0.6071747,0.563607301
0.641892294,0.624803319
0.613223849,0.638912177
0.63900093,0.624945767
0.666550616,0.62484029
0.644579861,0.583884911
0.64020248,0.625025146
0.713201984,0.621726011
0.64979684,0.620238464
0.636898216,0.625585151
0.666491175,0.645790993
0.638952104,0.657247712
0.628214572,0.61877919
0.63839697,0.622739456
0.668408137,0.606875554
0.702068535,0.656311471
0.634264783,0.605389095
0.638118873,0.63349481
0.597276768,0.620459204
0.642285026,0.612665895
0.644521481,0.62532309
0.603772784,0.62003186
0.650116334,0.563276735
0.625447397,0.623918185
0.664014835,0.599242091
0.594658195,0.543861423
0.664699464,0.619470768
0.648185574,0.599913009
0.634134226,0.619745877
0.637482009,0.651927123
0.641288334,0.603503564
0.65158749,0.598523327
0.655237784,0.600178332
0.664172989,0.630097811
0.643551325,0.61623144
0.677792331,0.607639988
0.617945136,0.685470866
0.577483028,0.628277523
0.670084151,0.628891897
0.596077341,0.676080184
0.642142793,0.625001223
0.642472901,0.6047334
0.655874648,0.64405226
0.590058974,0.696364318
0.558911005,0.553933898
0.640949734,0.622416502
0.635414323,0.674071778
0.640429629,0.640756387
0.697849309,0.617368847
0.652020558,0.651618305
0.614039036,0.686613711
0.684810575,0.647223083
0.730286929,0.58015952
0.696811221,0.623080896
0.573208607,0.613165006
0.634123611,0.585408341
0.651241461,0.624957728
0.667323344,0.589850321
0.641276658,0.624368364
0.640182313,0.541505054
0.643073677,0.579914858
0.632808486,0.575832803
0.64782893,0.600921018
0.634936674,0.577917326
0.65855797,0.55640988
0.637078661,0.676441197
0.640070862,0.628500438
0.547291416,0.587888673
0.643814562,0.62456953
0.629954273,0.677562294
0.644383494,0.647539513
0.619592492,0.612358164
0.653894,0.580455289
0.662818591,0.635710907
0.641574923,0.624884873
0.664152822,0.717833706
0.638324792,0.630501231
0.599870929,0.606006731
0.678704109,0.58490923
0.650449626,0.584467751
0.619512884,0.709174836
0.636660454,0.648609503
0.642436812,0.623369054
0.644016236,0.653907257
0.648586798,0.621783642
0.610795274,0.618192
0.654196511,0.575789308
0.643155408,0.622565474
0.646720786,0.638059665
0.6871277,0.629804216
0.644218971,0.621355212
0.59750604,0.608092341
0.722158418,0.675062389
0.750544519,0.654023607
0.641422075,0.624560831
0.652697757,0.653461428
0.649079307,0.547195355
0.640886048,0.624676094
0.585639136,0.640219217
0.579579372,0.62027761
0.604168701,0.608183682
0.731026753,0.618456235
0.641181128,0.624259625
0.644091598,0.622095723
0.624760645,0.676999027
0.651554586,0.580846749
0.611668839,0.595061084
0.63376166,0.617849473
0.638285519,0.621560728
0.643244569,0.61918696
0.629856621,0.608680618
0.629610366,0.677143649
0.647262121,0.579558194
0.75643339,0.660632751
0.620993593,0.549236382
0.558282632,0.615121217
0.700897766,0.637101676
0.644935443,0.62410739
0.641111073,0.623711581
0.627825024,0.620993111
0.651584306,0.636218717
0.685121577,0.718195806
0.571661027,0.711857422
0.589554789,0.657381461
0.634338022,0.637455077
0.622107044,0.617032845
0.578734466,0.586995928
0.688968237,0.626045116
0.635933367,0.670893344
0.598400834,0.608343528
0.65566979,0.667589859
0.656892569,0.627687072
0.602036267,0.608985086
0.67574269,0.57991377
0.594790875,0.617542829
0.631571908,0.688146928
